date,gspc,inflation_rate_pct,interest_rate_pct,inflation_rate_pct_chg,interest_rate_pct_chg,gspc_prev_year_pct_chg,gspc_next_year_pct_chg,target
1955-07-31,43.52000045776367,-0.3717472118959029,1.69,-0.3717472118959029,0.94,40.93264779960337,13.48804887440574,True
1955-08-31,43.18000030517578,0.37313432835820104,2.0,0.7448815402541039,0.6200000000000001,44.75360514788474,10.027785979052913,True
1955-09-30,43.66999816894531,0.37313432835820104,2.19,1.1138750690989392,1.0,35.15938196475909,3.8470354376393496,True
1955-10-31,42.34000015258789,0.37313432835820104,2.25,0.7448815402541039,1.25,33.648989093193,7.652342151134269,True
1955-11-30,45.5099983215332,0.37453183520599787,2.25,1.118026258997817,1.37,32.914708208539594,-0.9448396096184021,False
1955-12-31,45.47999954223633,0.37453183520599787,2.5,1.118026258997817,1.12,26.40355786788743,2.61653174733183,True
1956-01-31,43.81999969482422,0.37453183520599787,2.5,1.118026258997817,1.06,19.628715307266408,2.053860182900023,True
1956-02-29,45.34000015258789,0.37453183520599787,2.5,1.118026258997817,1.06,23.340593642053324,-4.587564675903439,False
1956-03-31,48.47999954223633,0.7490636704119823,2.5,1.1221979987701967,1.06,32.53143005881183,-9.014024284545574,False
1956-04-30,48.380001068115234,1.1235955056179803,2.7199999999999998,1.8670899294097993,1.2799999999999998,27.449953200617504,-5.45679894866378,False
1956-05-31,45.20000076293945,1.8726591760299627,2.75,2.6161535998217818,1.12,19.229757174543984,4.933627222556946,True
1956-06-30,46.970001220703125,2.2388059701492455,2.75,2.610553182045148,1.06,14.477218177260795,0.8516025139154825,True
1956-07-31,49.38999938964844,1.8656716417910446,2.75,2.2374188536869477,1.06,13.48804887440574,-2.9965571178899806,False
1956-08-31,47.5099983215332,1.858736059479554,2.75,1.4856017311213527,0.75,10.027785979052913,-4.820031954815226,False
1956-09-30,45.349998474121094,2.23048327137547,3.0,1.8573489430172692,0.81,3.8470354376393496,-6.46086086827055,False
1956-10-31,45.58000183105469,2.23048327137547,3.0,1.8573489430172692,0.75,7.652342151134269,-9.916630706855507,False
1956-11-30,45.08000183105469,2.9850746268656745,3.0,2.6105427916596766,0.75,-0.9448396096184021,-7.453417200256028,False
1956-12-31,46.66999816894531,2.9850746268656745,3.0,2.6105427916596766,0.5,2.61653174733183,-14.313256380034428,False
1957-01-31,44.720001220703125,3.358208955223875,3.0,2.983677120017877,0.5,2.053860182900023,-6.753131429624297,False
1957-02-28,43.2599983215332,3.731343283582089,3.0,3.3568114483760914,0.5,-4.587564675903439,-5.594078277485111,False
1957-03-31,44.11000061035156,3.717472118959108,3.0,2.9684084485471254,0.5,-9.014024284545574,-4.556794623482207,False
1957-04-30,45.7400016784668,3.7037037037037033,3.0,2.580108198085723,0.28000000000000025,-5.45679894866378,-5.02842800034394,False
1957-05-31,47.43000030517578,3.3088235294117725,3.0,1.4361643533818098,0.25,4.933627222556946,-7.0419568439754245,False
1957-06-30,47.369998931884766,3.284671532846723,3.0,1.0458655626974775,0.25,0.8516025139154825,-4.496511086016231,False
1957-07-31,47.90999984741211,3.6630036630036633,3.0,1.7973320212126187,0.25,-2.9965571178899806,-1.5028203360389205,False
1957-08-31,45.220001220703125,3.284671532846723,3.25,1.4259354733671692,0.5,-4.820031954815226,5.594866676249807,True
1957-09-30,42.41999816894531,2.9090909090909114,3.5,0.6786076377154413,0.5,-6.46086086827055,18.01038079709011,True
1957-10-31,41.060001373291016,3.2727272727272676,3.5,1.0422440013517975,0.5,-9.916630706855507,25.012177579819006,True
1957-11-30,41.720001220703125,2.898550724637671,3.5,-0.08652390222800355,0.5,-7.453417200256028,25.79098275815405,True
1957-12-31,39.9900016784668,3.6231884057971016,3.0,0.6381137789314271,0.0,-14.313256380034428,38.059506794672856,True
1958-01-31,41.70000076293945,3.2490974729241957,3.0,-0.10911148229967926,0.0,-6.753131429624297,32.97362049983511,True
1958-02-28,40.84000015258789,3.597122302158273,1.5,-0.134220981423816,-1.5,-5.594078277485111,35.67580715080131,True
1958-03-31,42.099998474121094,3.584229390681004,1.25,-0.13324272827810368,-1.75,-4.556794623482207,31.686462318491532,True
1958-04-30,43.439998626708984,3.214285714285709,1.5,-0.4894179894179942,-1.5,-5.02842800034394,32.57366936742675,True
1958-05-31,44.09000015258789,2.8469750889679615,0.5,-0.461848440443811,-2.5,-7.0419568439754245,33.09140417803224,True
1958-06-30,45.2400016784668,2.4734982332155453,0.75,-0.8111732996311778,-2.25,-4.496511086016231,29.244029733388594,True
1958-07-31,47.189998626708984,2.120141342756176,0.5,-1.5428623202474872,-2.5,-1.5028203360389205,28.22631931013716,True
1958-08-31,47.75,2.120141342756176,1.63,-1.164530190090547,-1.62,5.594866676249807,24.816750731143653,True
1958-09-30,50.060001373291016,2.120141342756176,1.75,-0.7889495663347352,-1.75,18.01038079709011,13.623650634702056,True
1958-10-31,51.33000183105469,2.1126760563380333,2.0,-1.1600512163892343,-1.5,25.012177579819006,12.059221519380564,True
1958-11-30,52.47999954223633,1.7605633802816902,2.5,-1.1379873443559807,-1.0,25.79098275815405,11.051827910921876,True
1958-12-31,55.209999084472656,1.3986013986013937,2.5,-2.2245870071957077,-0.5,38.059506794672856,8.476725924257426,True
1959-01-31,55.45000076293945,1.048951048951039,2.5,-2.2001464239731567,-0.5,32.97362049983511,0.2885479625079587,True
1959-02-28,55.40999984741211,0.3472222222222148,2.5,-3.2499000799360585,1.0,35.67580715080131,1.2813555069984652,True
1959-03-31,55.439998626708984,0.3460207612456797,2.88,-3.2382086294353245,1.63,31.686462318491532,-0.18037243253631344,False
1959-04-30,57.59000015258789,0.3460207612456797,3.0,-2.8682649530400295,1.5,32.57366936742675,-5.5912505854689245,False
1959-05-31,58.68000030517578,0.6920415224913594,3.0,-2.1549335664766023,2.5,33.09140417803224,-4.856848090148551,False
1959-06-30,58.470001220703125,0.6896551724137907,3.5,-1.7838430608017546,2.75,29.244029733388594,-2.650937265944482,False
1959-07-31,60.5099983215332,1.0380622837370268,3.5,-1.0820790590191494,3.0,28.22631931013716,-8.263097237966194,False
1959-08-31,59.599998474121094,1.3840830449827064,3.5,-0.7360582977734698,1.87,24.816750731143653,-4.429529290667266,False
1959-09-30,56.880001068115234,1.7301038062283738,4.0,-0.3900375365278024,2.25,13.623650634702056,-5.907173957904602,False
1959-10-31,57.52000045776367,1.3793103448275814,4.0,-0.7333657115104519,2.0,12.059221519380564,-7.180113065450774,False
1959-11-30,58.279998779296875,1.7301038062283738,4.0,-0.03045957405331645,1.5,11.051827910921876,-4.7014377507895135,False
1959-12-31,59.88999938964844,1.0344827586206922,4.0,-0.3641186399807015,1.5,8.476725924257426,-2.9721135372135854,False
1960-01-31,55.61000061035156,1.7301038062283738,4.0,0.6811527572773348,1.5,0.2885479625079587,11.09512336131281,True
1960-02-29,56.119998931884766,1.7301038062283738,4.0,1.382881584006159,1.5,1.2813555069984652,13.04347796533071,True
1960-03-31,55.34000015258789,1.7241379310344827,4.0,1.378117169788803,1.12,-0.18037243253631344,17.564144161917426,True
1960-04-30,54.369998931884766,1.7241379310344827,4.0,1.378117169788803,1.0,-5.5912505854689245,20.121388342153026,True
1960-05-31,55.83000183105469,1.7182130584192439,4.0,1.0261715359278845,1.0,-4.856848090148551,19.219049571247993,True
1960-06-30,56.91999816894531,1.3698630136986376,3.5,0.6802078412848469,0.0,-2.650937265944482,13.562897872535492,True
1960-07-31,55.5099983215332,1.3698630136986376,3.5,0.3318007299616108,0.0,-8.263097237966194,20.26662611217052,True
1960-08-31,56.959999084472656,1.0238907849829375,3.0,-0.3601922599997689,-0.5,-4.429529290667266,19.50491711538696,True
1960-09-30,53.52000045776367,1.3605442176870821,3.0,-0.3695595885412917,-1.0,-5.907173957904602,24.682366939803835,True
1960-10-31,53.38999938964844,1.3605442176870821,2.75,-0.0187661271404993,-1.25,-7.180113065450774,28.525947801165312,True
1960-11-30,55.540000915527344,1.3605442176870821,2.625,-0.3695595885412917,-1.375,-4.7014377507895135,28.41195268127058,True
1960-12-31,58.11000061035156,1.7064846416382253,2.0,0.6720018830175332,-2.0,-2.9721135372135854,23.12855326147094,True
1961-01-31,61.779998779296875,1.3605442176870821,1.5,-0.3695595885412917,-2.5,11.09512336131281,11.42764276155931,True
1961-02-28,63.439998626708984,1.3605442176870821,2.5,-0.3695595885412917,-1.5,13.04347796533071,10.277428434588073,True
1961-03-31,65.05999755859375,1.0169491525423753,2.0,-0.7071887784921074,-2.0,17.564144161917426,6.901330558951088,True
1961-04-30,65.30999755859375,1.0169491525423753,1.625,-0.7071887784921074,-2.375,20.121388342153026,-0.1071806728539801,False
1961-05-31,66.55999755859375,0.6756756756756733,2.25,-1.0425373827435704,-1.75,19.219049571247993,-10.411653763024761,False
1961-06-30,64.63999938964844,1.3513513513513467,1.875,-0.018511662347290958,-1.625,13.562897872535492,-15.300122962612898,False
1961-07-31,66.76000213623047,1.0135135135135038,1.0,-0.3563495001851338,-2.5,20.26662611217052,-12.777115519840482,False
1961-08-31,68.06999969482422,1.3513513513513467,1.75,0.32746056636840914,-1.25,19.50491711538696,-13.148230943241765,False
1961-09-30,66.7300033569336,0.671140939597313,1.75,-0.6894032780897691,-1.25,24.682366939803835,-15.675112202857507,False
1961-10-31,68.62000274658203,0.671140939597313,2.25,-0.6894032780897691,-0.5,28.525947801165312,-17.633345678379563,False
1961-11-30,71.31999969482422,0.671140939597313,2.75,-0.6894032780897691,0.125,28.41195268127058,-12.703311009616439,False
1961-12-31,71.55000305175781,0.671140939597313,2.5,-1.0353437020409122,0.5,23.12855326147094,-11.809929024774684,False
1962-01-31,68.83999633789062,1.0067114093959755,2.5,-0.35383280829110664,1.0,11.42764276155931,-3.8349789803741463,False
1962-02-28,69.95999908447266,1.0067114093959755,2.5,-0.35383280829110664,0.0,10.277428434588073,-8.104628706611498,False
1962-03-31,69.55000305175781,1.342281879194626,2.75,0.32533272665225077,0.75,6.901330558951088,-4.2846919139829955,False
1962-04-30,65.23999786376953,1.342281879194626,2.75,0.32533272665225077,1.125,-0.1071806728539801,6.989585127685359,True
1962-05-31,59.630001068115234,1.342281879194626,2.5,0.6666062035189527,0.25,-10.411653763024761,18.732184778737647,True
1962-06-30,54.75,1.0000000000000024,2.75,-0.3513513513513442,0.875,-15.300122962612898,26.70320136362015,True
